Time CaSSavg CaJSRavg JRyRtot PRyR_open PRyR_ready PNorm_mode PnotVinact PLType_open CaToT2 PIto2_open CaJSRtot CaSStot 
7.735 0.000133242 0.742352 0 0 0.54 0.996 0.902 0 6.91369 0 0.000236798 2.2385 
7.736 0.000133007 0.74245 0 0 0.5402 0.995 0.902 0 6.91353 0.001 0.000236402 2.23865 
7.737 0.000132807 0.742546 0 0 0.5412 0.995 0.902 0 6.91337 0.002 0.000236062 2.2388 
7.738 0.000132622 0.742641 0 0 0.5412 0.995 0.903 0 6.91321 0 0.000235749 2.23894 
7.739 0.000132446 0.742735 0 0 0.5416 0.995 0.903 0 6.91305 0 0.00023545 2.23909 
7.74 0.000132276 0.742827 0 0 0.542 0.995 0.903 0 6.91289 0 0.000235162 2.23923 
7.741 0.000132111 0.742918 0 0 0.5422 0.995 0.903 0 6.91273 0 0.000234882 2.23937 
7.742 0.000131951 0.743008 0 0 0.5432 0.995 0.903 0 6.91257 0.001 0.00023461 2.23951 
7.743 0.000131794 0.743098 0 0 0.5436 0.995 0.903 0 6.91241 0.001 0.000234344 2.23965 
7.744 0.00013164 0.743186 0 0 0.5446 0.995 0.905 0 6.91225 0.001 0.000234082 2.23978 
7.745 0.000131488 0.743273 0 0 0.5448 0.995 0.905 0 6.91209 0.001 0.000233826 2.23992 
7.746 0.00013134 0.74336 0 0 0.5454 0.994 0.905 0 6.91194 0.001 0.000233573 2.24005 
7.747 0.000133758 0.743443 1.1403e-06 0.0002 0.5456 0.994 0.905 0 6.91178 0 0.000236204 2.24018 
7.748 0.000144699 0.74351 1.11879e-06 0.0002 0.5462 0.994 0.905 0 6.91162 0 0.000242414 2.24028 
7.749 0.000145026 0.743577 1.1124e-06 0.0002 0.5468 0.994 0.906 0 6.91146 0.001 0.000242799 2.24039 
7.75 0.000158104 0.743628 2.1653e-06 0.0004 0.5468 0.994 0.906 0 6.91131 0 0.000246421 2.24046 
7.751 0.000158067 0.74368 2.14269e-06 0.0004 0.548 0.994 0.906 0 6.91115 0.002 0.000246553 2.24054 
7.752 0.000169271 0.74373 3.1289e-06 0.0006 0.5478 0.994 0.907 0 6.91099 0.001 0.000248001 2.24062 
7.753 0.000165596 0.743769 2.06884e-06 0.0004 0.5482 0.994 0.907 0 6.91084 0 0.000248481 2.24068 
7.754 0.000157221 0.743826 2.07191e-06 0.0004 0.5488 0.994 0.907 0 6.91068 0 0.000246277 2.24076 
7.755 0.000156777 0.743884 2.05646e-06 0.0004 0.5492 0.995 0.908 0 6.91052 0.002 0.000245927 2.24085 
7.756 0.000156479 0.743941 2.0421e-06 0.0004 0.5494 0.995 0.908 0 6.91037 0.002 0.000245701 2.24093 
7.757 0.000156207 0.744 2.02878e-06 0.0004 0.5496 0.995 0.908 0 6.91021 0.002 0.000245489 2.24102 
7.758 0.000143869 0.74407 1.02901e-06 0.0002 0.55 0.995 0.909 0 6.91005 0.001 0.000241883 2.24113 
7.759 0.000143296 0.744142 1.02861e-06 0.0002 0.5506 0.996 0.909 0 6.9099 0 0.000241173 2.24124 
7.76 0.000143082 0.744214 1.0282e-06 0.0002 0.5516 0.997 0.91 0 6.90974 0.001 0.000240851 2.24135 
7.761 0.000142925 0.744285 1.0278e-06 0.0002 0.5526 0.997 0.91 0 6.90959 0.001 0.000240597 2.24146 
7.762 0.000142782 0.744355 1.02744e-06 0.0002 0.5534 0.997 0.91 0 6.90943 0.001 0.000240361 2.24156 
7.763 0.000142644 0.744425 1.0271e-06 0.0002 0.5536 0.997 0.91 0 6.90928 0.001 0.000240133 2.24167 
7.764 0.00014251 0.744494 1.02678e-06 0.0002 0.5544 0.997 0.91 0 6.90912 0.001 0.000239911 2.24178 
7.765 0.000149531 0.744557 2.16083e-06 0.0004 0.5546 0.997 0.911 0 6.90897 0 0.000245382 2.24187 
7.766 0.000156054 0.744607 2.14591e-06 0.0004 0.555 0.997 0.911 0 6.90881 0 0.00024899 2.24195 
7.767 0.000156286 0.744657 2.13932e-06 0.0004 0.5554 0.997 0.911 0 6.90866 0.001 0.000249278 2.24203 
7.768 0.000156195 0.744707 2.13323e-06 0.0004 0.556 0.997 0.911 0 6.90851 0 0.000249194 2.2421 
7.769 0.000167243 0.744755 3.19402e-06 0.0006 0.5564 0.997 0.911 0 6.90835 0.002 0.000251246 2.24217 
7.77 0.000169055 0.744789 3.16939e-06 0.0006 0.557 0.997 0.911 0 6.9082 0 0.000252707 2.24223 
7.771 0.000168926 0.744825 3.14846e-06 0.0006 0.5572 0.998 0.912 0 6.90805 0 0.000252746 2.24228 
7.772 0.000168651 0.744862 3.12917e-06 0.0006 0.5582 0.998 0.912 0 6.90789 0.003 0.000252625 2.24233 
7.773 0.00016837 0.744901 3.11133e-06 0.0006 0.5586 0.998 0.912 0 6.90774 0.001 0.000252477 2.24239 
7.774 0.000168096 0.744939 3.09481e-06 0.0006 0.559 0.998 0.912 0 6.90759 0.002 0.000252319 2.24245 
7.775 0.000167833 0.744979 3.07952e-06 0.0006 0.5594 0.998 0.912 0 6.90743 0 0.000252156 2.24251 
7.776 0.000167579 0.745019 3.06533e-06 0.0006 0.56 0.998 0.913 0 6.90728 0.001 0.000251989 2.24257 
7.777 0.000167335 0.74506 3.05217e-06 0.0006 0.5606 0.998 0.913 0 6.90713 0.001 0.000251819 2.24263 
7.778 0.000167101 0.745101 3.03995e-06 0.0006 0.5606 0.998 0.913 0 6.90697 0 0.000251648 2.24269 
7.779 0.000166875 0.745142 3.02859e-06 0.0006 0.5608 0.998 0.913 0 6.90682 0.001 0.000251476 2.24275 
7.78 0.000166659 0.745184 3.01803e-06 0.0006 0.5612 0.998 0.913 0 6.90667 0.001 0.000251304 2.24281 
7.781 0.000166449 0.745225 3.00821e-06 0.0006 0.5624 0.998 0.913 0 6.90652 0.001 0.000251131 2.24287 
7.782 0.000166249 0.745266 2.99906e-06 0.0006 0.5626 0.998 0.913 0 6.90637 0 0.000250959 2.24293 
7.783 0.000166055 0.745308 2.99055e-06 0.0006 0.5634 0.998 0.913 0 6.90621 0.001 0.000250788 2.24299 
7.784 0.000165868 0.745349 2.98262e-06 0.0006 0.5644 0.998 0.913 0 6.90606 0 0.000250618 2.24305 
7.785 0.000165688 0.74539 2.97522e-06 0.0006 0.5648 0.998 0.913 0 6.90591 0.001 0.000250449 2.24311 
7.786 0.000165514 0.745432 2.96833e-06 0.0006 0.565 0.998 0.913 0 6.90576 0 0.000250281 2.24318 
7.787 0.000165346 0.745473 2.96191e-06 0.0006 0.5654 0.998 0.913 0 6.90561 0 0.000250114 2.24324 
7.788 0.000153511 0.745528 1.93214e-06 0.0004 0.5654 0.998 0.914 0 6.90546 0.001 0.000242449 2.24332 
7.789 0.000152302 0.745583 1.92656e-06 0.0004 0.5662 0.998 0.914 0 6.90531 0.001 0.000240736 2.24341 
7.79 0.000151864 0.745638 1.92136e-06 0.0004 0.5664 0.998 0.914 0 6.90515 0.002 0.000240105 2.24349 
7.791 0.00015161 0.745692 1.9165e-06 0.0004 0.5672 0.998 0.914 0 6.905 0.003 0.000239765 2.24357 
7.792 0.000151413 0.745745 1.91196e-06 0.0004 0.5682 0.997 0.915 0 6.90485 0.002 0.000239514 2.24365 
7.793 0.000161508 0.745792 2.86786e-06 0.0006 0.5686 0.997 0.915 0 6.9047 0.001 0.000244359 2.24372 
7.794 0.000162976 0.74583 2.84483e-06 0.0006 0.569 0.997 0.916 0 6.90455 0 0.000245178 2.24378 
7.795 0.000162762 0.745869 2.82536e-06 0.0006 0.57 0.997 0.916 0 6.9044 0.001 0.000245101 2.24384 
7.796 0.000154252 0.745909 1.88983e-06 0.0004 0.57 0.996 0.917 0 6.90425 0.001 0.000243473 2.2439 
7.797 0.00015084 0.745961 1.89214e-06 0.0004 0.5704 0.996 0.917 0 6.90411 0 0.000241915 2.24397 
7.798 0.000182911 0.745993 4.51286e-06 0.001 0.5704 0.995 0.918 0 6.90396 0.001 0.000247139 2.24402 
7.799 0.000183065 0.746008 4.44466e-06 0.001 0.5704 0.995 0.918 0 6.90381 0.002 0.000247726 2.24403 
7.8 0.000182327 0.746025 4.38274e-06 0.001 0.5708 0.995 0.919 0 6.90366 0.002 0.000247635 2.24405 
7.801 0.00018159 0.746044 4.32605e-06 0.001 0.5714 0.994 0.919 0 6.90351 0 0.000247498 2.24407 
7.802 0.000171351 0.746067 3.47121e-06 0.0008 0.5718 0.994 0.919 0 6.90336 0 0.000246362 2.24409 
7.803 0.000170361 0.746099 3.44831e-06 0.0008 0.5718 0.994 0.92 0 6.90321 0 0.000245789 2.24414 
7.804 0.000169977 0.746132 3.4267e-06 0.0008 0.5722 0.994 0.92 0 6.90306 0 0.000245586 2.24418 
7.805 0.000169644 0.746164 3.40664e-06 0.0008 0.573 0.994 0.92 0 6.90291 0 0.000245408 2.24423 
7.806 0.000159233 0.746206 2.58569e-06 0.0006 0.5732 0.994 0.921 0 6.90276 0.001 0.000243448 2.24429 
7.807 0.000158976 0.746248 2.58386e-06 0.0006 0.574 0.995 0.922 0 6.90262 0.002 0.000243147 2.24435 
7.808 0.000158833 0.74629 2.58213e-06 0.0006 0.5744 0.995 0.923 0 6.90247 0.001 0.000242949 2.24442 
7.809 0.000158709 0.746331 2.58051e-06 0.0006 0.575 0.995 0.923 0 6.90232 0.002 0.000242768 2.24448 
7.81 0.00015859 0.746372 2.57899e-06 0.0006 0.576 0.995 0.923 0 6.90217 0.002 0.000242594 2.24454 
7.811 0.000158476 0.746412 2.57758e-06 0.0006 0.576 0.995 0.923 0 6.90202 0.001 0.000242426 2.2446 
7.812 0.000160766 0.746449 3.72233e-06 0.0008 0.576 0.995 0.923 0 6.90188 0.001 0.000245008 2.24466 
7.813 0.000160832 0.746478 2.57503e-06 0.0006 0.5764 0.995 0.924 0 6.90173 0.001 0.000245523 2.2447 
7.814 0.000158721 0.746517 2.57388e-06 0.0006 0.5766 0.995 0.924 0 6.90158 0.001 0.000242863 2.24476 
7.815 0.000158232 0.746556 2.57281e-06 0.0006 0.5772 0.995 0.924 0 6.90143 0 0.000242097 2.24482 
7.816 0.000158026 0.746593 2.57181e-06 0.0006 0.5778 0.995 0.924 0 6.90129 0.002 0.000241769 2.24488 
7.817 0.000147622 0.746642 1.71573e-06 0.0004 0.5782 0.995 0.924 0 6.90114 0 0.00023626 2.24496 
7.818 0.000147056 0.746689 1.72331e-06 0.0004 0.5788 0.995 0.924 0 6.90099 0 0.000235513 2.24503 
7.819 0.000146952 0.746736 1.7304e-06 0.0004 0.5792 0.995 0.924 0 6.90085 0.002 0.000235248 2.24511 
7.82 0.000152823 0.746778 2.87752e-06 0.0006 0.5794 0.995 0.924 0 6.9007 0.001 0.000240142 2.24517 
7.821 0.000174037 0.746789 3.94332e-06 0.0008 0.5796 0.995 0.924 0 6.90056 0 0.000248176 2.24519 
7.822 0.000174567 0.7468 3.9244e-06 0.0008 0.58 0.995 0.924 0 6.90041 0 0.000248856 2.24521 
7.823 0.000192747 0.746785 4.88327e-06 0.001 0.5802 0.995 0.924 0 6.90026 0.002 0.000252889 2.24519 
7.824 0.000186752 0.746786 4.86144e-06 0.001 0.581 0.995 0.924 0 6.90012 0.002 0.000251603 2.24519 
7.825 0.000176205 0.746794 3.95859e-06 0.0008 0.5822 0.995 0.924 0 6.89997 0 0.000248947 2.2452 
7.826 0.000174935 0.74681 3.9268e-06 0.0008 0.5828 0.995 0.924 0 6.89982 0 0.000247826 2.24523 
7.827 0.000174361 0.746828 3.89772e-06 0.0008 0.5834 0.996 0.924 0 6.89968 0 0.000247481 2.24526 
7.828 0.000167817 0.746849 2.95195e-06 0.0006 0.584 0.996 0.924 0 6.89953 0 0.000244493 2.24529 
7.829 0.000151378 0.746888 1.98434e-06 0.0004 0.5846 0.996 0.924 0 6.89939 0 0.000237514 2.24536 
7.83 0.000141483 0.746933 1.00152e-06 0.0002 0.5856 0.995 0.924 0 6.89924 0.001 0.00023482 2.24543 
7.831 0.000137539 0.746992 1.00492e-06 0.0002 0.5864 0.995 0.924 0 6.8991 0 0.000231629 2.24553 
7.832 0.000137031 0.74705 1.00616e-06 0.0002 0.5868 0.995 0.924 0 6.89895 0 0.000230912 2.24562 
7.833 0.000136821 0.747106 1.00729e-06 0.0002 0.587 0.995 0.925 0 6.89881 0.001 0.000230562 2.24571 
7.834 0.000136674 0.74716 1.00836e-06 0.0002 0.587 0.994 0.925 0 6.89866 0.002 0.000230299 2.2458 
7.835 0.000136548 0.747213 1.00936e-06 0.0002 0.5874 0.994 0.925 0 6.89852 0.002 0.000230068 2.24589 
7.836 0.000127099 0.747271 0 0 0.588 0.994 0.925 0 6.89838 0.001 0.000224909 2.24598 
7.837 0.000124145 0.747337 0 0 0.5884 0.994 0.926 0 6.89823 0 0.000221262 2.24609 
7.838 0.000123478 0.747401 0 0 0.5898 0.994 0.927 0 6.89809 0 0.000220193 2.24619 
7.839 0.000123192 0.747464 0 0 0.5904 0.994 0.927 0 6.89795 0.001 0.000219712 2.24629 
7.84 0.000123012 0.747525 0 0 0.5914 0.994 0.927 0 6.8978 0.001 0.000219405 2.24639 
7.841 0.000122867 0.747586 0 0 0.5922 0.994 0.927 0 6.89766 0.002 0.000219158 2.24649 
7.842 0.000122737 0.747645 0 0 0.593 0.994 0.927 0 6.89752 0.002 0.000218936 2.24658 
7.843 0.000136136 0.747685 1.12665e-06 0.0002 0.5932 0.994 0.927 0 6.89738 0.001 0.000227854 2.24664 
7.844 0.000136671 0.747724 1.12002e-06 0.0002 0.5938 0.994 0.927 0 6.89723 0.001 0.000228496 2.24671 
7.845 0.000136641 0.747764 1.11392e-06 0.0002 0.5942 0.994 0.928 0 6.89709 0.002 0.000228486 2.24677 
7.846 0.000136519 0.747804 1.10826e-06 0.0002 0.5948 0.994 0.928 0 6.89695 0.001 0.000228365 2.24683 
7.847 0.000136385 0.747844 1.10299e-06 0.0002 0.5954 0.994 0.928 0 6.89681 0.001 0.000228223 2.24689 
7.848 0.000136246 0.747883 1.09808e-06 0.0002 0.5958 0.994 0.928 0 6.89667 0 0.000228074 2.24696 
7.849 0.000156087 0.747907 3.28321e-06 0.0006 0.5964 0.994 0.928 0 6.89652 0.001 0.000237071 2.24699 
7.85 0.000162997 0.747912 3.24813e-06 0.0006 0.5966 0.994 0.928 0 6.89638 0 0.000241305 2.247 
7.851 0.000176043 0.74791 4.29805e-06 0.0008 0.5966 0.994 0.928 0 6.89624 0 0.00024506 2.247 
7.852 0.000176342 0.747903 4.25651e-06 0.0008 0.5974 0.994 0.928 0 6.8961 0.001 0.000245753 2.24698 
7.853 0.00018762 0.747893 5.19833e-06 0.001 0.5976 0.994 0.928 0 6.89596 0.001 0.000247729 2.24697 
7.854 0.000200243 0.747865 6.15089e-06 0.0012 0.5984 0.994 0.928 0 6.89582 0 0.000253634 2.24692 
7.855 0.000206628 0.747836 6.04838e-06 0.0012 0.5988 0.994 0.928 0 6.89568 0 0.000255219 2.24686 
7.856 0.000198724 0.747814 5.98204e-06 0.0012 0.5998 0.994 0.928 0 6.89553 0.001 0.000253936 2.24682 
7.857 0.000197821 0.747795 5.90976e-06 0.0012 0.601 0.994 0.929 0 6.89539 0.002 0.000253822 2.24679 
7.858 0.000197805 0.74778 5.96488e-06 0.0012 0.6016 0.993 0.929 0 6.89525 0.001 0.000258973 2.24676 
7.859 0.000223878 0.747735 8.0142e-06 0.0016 0.6016 0.993 0.93 0 6.89511 0.004 0.000265759 2.24668 
7.86 0.000235731 0.747674 8.88577e-06 0.0018 0.602 0.992 0.931 0 6.89496 0.004 0.000268255 2.24658 
7.861 0.000234433 0.74762 8.76144e-06 0.0018 0.6022 0.993 0.931 0 6.89482 0.001 0.00026835 2.24648 
7.862 0.00023555 0.747569 8.64403e-06 0.0018 0.6022 0.993 0.931 0 6.89468 0.002 0.000269693 2.24639 
7.863 0.000220831 0.747531 7.61567e-06 0.0016 0.6026 0.993 0.931 0 6.89454 0.002 0.000266884 2.24632 
7.864 0.000208116 0.747509 6.60131e-06 0.0014 0.6032 0.993 0.931 0 6.89439 0.002 0.000264409 2.24628 
7.865 0.000185274 0.747513 4.74658e-06 0.001 0.6042 0.993 0.931 0 6.89425 0.001 0.000259175 2.24628 
7.866 0.000176477 0.747531 3.72255e-06 0.0008 0.6046 0.993 0.931 0 6.89411 0 0.000254567 2.2463 
7.867 0.000160301 0.74757 2.85107e-06 0.0006 0.605 0.993 0.931 0 6.89397 0.003 0.000246367 2.24637 
7.868 0.000159272 0.747609 2.85385e-06 0.0006 0.6056 0.992 0.931 0 6.89382 0.001 0.000244811 2.24643 
7.869 0.000158933 0.747645 2.85644e-06 0.0006 0.6062 0.992 0.931 0 6.89368 0 0.000244214 2.24649 
7.87 0.000169567 0.747671 3.72935e-06 0.0008 0.606 0.992 0.932 0 6.89354 0 0.000246577 2.24653 
7.871 0.000169594 0.747692 3.72019e-06 0.0008 0.6068 0.992 0.932 0 6.8934 0 0.000246584 2.24656 
7.872 0.000161131 0.747716 2.67474e-06 0.0006 0.607 0.992 0.932 0 6.89326 0.001 0.000242568 2.2466 
7.873 0.000156902 0.747751 2.66745e-06 0.0006 0.6072 0.992 0.932 0 6.89312 0.001 0.000237975 2.24665 
7.874 0.000156068 0.747784 2.66065e-06 0.0006 0.6074 0.993 0.932 0 6.89297 0.001 0.00023678 2.2467 
7.875 0.000145634 0.747824 1.76887e-06 0.0004 0.6082 0.993 0.932 0 6.89283 0.001 0.000231456 2.24677 
7.876 0.000144846 0.747863 1.77098e-06 0.0004 0.6084 0.993 0.933 0 6.89269 0.001 0.000230519 2.24683 
7.877 0.000133836 0.747911 9.05052e-07 0.0002 0.6088 0.993 0.933 0 6.89255 0.001 0.000226724 2.24691 
7.878 0.000133152 0.747962 9.11754e-07 0.0002 0.609 0.993 0.933 0 6.89241 0.001 0.000225826 2.24699 
7.879 0.000132988 0.748011 9.18029e-07 0.0002 0.6096 0.993 0.933 0 6.89227 0.002 0.000225491 2.24707 
7.88 0.000132909 0.748058 9.23986e-07 0.0002 0.6104 0.993 0.933 0 6.89213 0.001 0.000225266 2.24715 
7.881 0.00013285 0.748103 9.29643e-07 0.0002 0.6104 0.994 0.933 0 6.892 0.001 0.000225076 2.24723 
7.882 0.0001328 0.748147 9.35015e-07 0.0002 0.6112 0.995 0.933 0 6.89186 0 0.000224903 2.2473 
7.883 0.000132754 0.74819 9.40113e-07 0.0002 0.6112 0.995 0.934 0 6.89172 0 0.000224742 2.24737 
7.884 0.000132712 0.748232 9.44949e-07 0.0002 0.6124 0.995 0.935 0 6.89158 0 0.00022459 2.24744 
7.885 0.000132672 0.748273 9.49534e-07 0.0002 0.6128 0.994 0.935 0 6.89144 0.001 0.000224446 2.2475 
7.886 0.000132633 0.748312 9.5388e-07 0.0002 0.6134 0.994 0.935 0 6.8913 0 0.000224309 2.24757 
7.887 0.000132595 0.748351 9.57997e-07 0.0002 0.614 0.994 0.935 0 6.89116 0.002 0.000224177 2.24763 
7.888 0.000132557 0.748389 9.61896e-07 0.0002 0.6144 0.993 0.935 0 6.89103 0 0.000224048 2.24769 
7.889 0.00013252 0.748426 9.65587e-07 0.0002 0.615 0.993 0.935 0 6.89089 0.002 0.000223924 2.24775 
7.89 0.000132482 0.748463 9.6908e-07 0.0002 0.6154 0.993 0.935 0 6.89075 0.001 0.000223802 2.24781 
7.891 0.000132444 0.748498 9.72385e-07 0.0002 0.6154 0.993 0.935 0 6.89061 0 0.000223683 2.24786 
7.892 0.000132403 0.748534 9.75514e-07 0.0002 0.6156 0.993 0.935 0 6.89048 0.001 0.000223564 2.24792 
7.893 0.000132366 0.748568 9.78466e-07 0.0002 0.6164 0.993 0.935 0 6.89034 0 0.000223449 2.24797 
7.894 0.000132325 0.748603 9.8126e-07 0.0002 0.6166 0.994 0.935 0 6.8902 0.001 0.000223334 2.24803 
7.895 0.000132285 0.748636 9.83899e-07 0.0002 0.6168 0.994 0.936 0 6.89006 0.002 0.000223221 2.24808 
7.896 0.000132243 0.74867 9.86393e-07 0.0002 0.617 0.994 0.937 0 6.88993 0.002 0.000223108 2.24813 
7.897 0.00012564 0.748705 0 0 0.6176 0.994 0.937 0 6.88979 0 0.000220169 2.24819 
7.898 0.000120495 0.748752 0 0 0.6178 0.994 0.938 0 6.88965 0 0.000214972 2.24826 
7.899 0.000119686 0.748798 0 0 0.6178 0.994 0.938 0 6.88952 0.001 0.000213715 2.24834 
7.9 0.000119397 0.748843 0 0 0.6186 0.994 0.938 0 6.88938 0.001 0.000213229 2.24841 
7.901 0.00011924 0.748887 0 0 0.6192 0.993 0.938 0 6.88925 0.002 0.000212961 2.24848 
7.902 0.000119123 0.748931 0 0 0.62 0.993 0.938 0 6.88911 0 0.000212762 2.24855 
7.903 0.000119021 0.748974 0 0 0.6202 0.993 0.938 0 6.88897 0.001 0.000212587 2.24862 
7.904 0.000118926 0.749016 0 0 0.6202 0.993 0.94 0 6.88884 0.001 0.000212425 2.24868 
7.905 0.000118835 0.749057 0 0 0.6206 0.993 0.94 0 6.8887 0.002 0.000212268 2.24875 
7.906 0.000118746 0.749098 0 0 0.621 0.995 0.94 0 6.88857 0 0.000212117 2.24881 
7.907 0.00011866 0.749139 0 0 0.621 0.995 0.941 0 6.88843 0 0.000211969 2.24887 
7.908 0.000118576 0.749179 0 0 0.6212 0.996 0.941 0 6.8883 0 0.000211825 2.24894 
7.909 0.000118493 0.749218 0 0 0.622 0.996 0.941 0 6.88816 0 0.000211683 2.249 
7.91 0.000118411 0.749257 0 0 0.6226 0.996 0.941 0 6.88803 0.001 0.000211544 2.24906 
7.911 0.000118331 0.749295 0 0 0.6228 0.996 0.941 0 6.88789 0.001 0.000211407 2.24912 
7.912 0.000118252 0.749333 0 0 0.6232 0.996 0.941 0 6.88776 0 0.000211271 2.24917 
7.913 0.000118174 0.749371 0 0 0.6236 0.995 0.941 0 6.88763 0 0.000211137 2.24923 
7.914 0.000118096 0.749408 0 0 0.6238 0.994 0.941 0 6.88749 0.004 0.000211005 2.24929 
7.915 0.00011802 0.749445 0 0 0.6242 0.995 0.942 0 6.88736 0 0.000210874 2.24935 
7.916 0.000117944 0.749482 0 0 0.6246 0.995 0.942 0 6.88723 0.002 0.000210744 2.2494 
7.917 0.000117869 0.749518 0 0 0.625 0.995 0.942 0 6.88709 0.004 0.000210615 2.24946 
7.918 0.000117794 0.749554 0 0 0.625 0.995 0.943 0 6.88696 0 0.000210487 2.24951 
7.919 0.00011772 0.749589 0 0 0.625 0.995 0.943 0 6.88683 0.003 0.00021036 2.24957 
7.92 0.000117646 0.749624 0 0 0.625 0.996 0.943 0 6.88669 0 0.000210234 2.24962 
7.921 0.000117573 0.749659 0 0 0.6256 0.996 0.943 0 6.88656 0.001 0.000210109 2.24967 
7.922 0.000117501 0.749693 0 0 0.6258 0.996 0.943 0 6.88643 0 0.000209985 2.24973 
7.923 0.000117429 0.749728 0 0 0.6262 0.996 0.943 0 6.88629 0 0.000209862 2.24978 
7.924 0.000117357 0.749762 0 0 0.6264 0.995 0.943 0 6.88616 0 0.000209739 2.24983 
7.925 0.000117286 0.749795 0 0 0.6268 0.995 0.943 0 6.88603 0 0.000209617 2.24988 
7.926 0.000117215 0.749828 0 0 0.6278 0.995 0.944 0 6.8859 0 0.000209495 2.24993 
7.927 0.000117144 0.749861 0 0 0.6278 0.995 0.946 0 6.88576 0.002 0.000209375 2.24998 
7.928 0.000117074 0.749894 0 0 0.6282 0.995 0.947 0 6.88563 0 0.000209255 2.25003 
7.929 0.000117005 0.749927 0 0 0.6288 0.995 0.947 0 6.8855 0.002 0.000209135 2.25008 
7.93 0.000116935 0.749959 0 0 0.6292 0.995 0.947 0 6.88537 0 0.000209017 2.25013 
7.931 0.000116866 0.749991 0 0 0.63 0.995 0.947 0 6.88524 0.001 0.000208899 2.25018 
7.932 0.000116798 0.750022 0 0 0.6304 0.995 0.947 0 6.8851 0.002 0.000208781 2.25023 
7.933 0.000116729 0.750054 0 0 0.6308 0.995 0.947 0 6.88497 0 0.000208664 2.25028 
7.934 0.000116662 0.750085 0 0 0.6316 0.995 0.947 0 6.88484 0 0.000208548 2.25032 
7.935 0.000116594 0.750115 0 0 0.6316 0.995 0.947 0 6.88471 0.002 0.000208432 2.25037 
7.936 0.000116527 0.750146 0 0 0.6322 0.995 0.948 0 6.88458 0 0.000208317 2.25042 
7.937 0.00011646 0.750176 0 0 0.6326 0.995 0.948 0 6.88445 0 0.000208203 2.25046 
7.938 0.000116394 0.750206 0 0 0.6332 0.995 0.949 0 6.88432 0 0.000208089 2.25051 
7.939 0.000116328 0.750236 0 0 0.6336 0.995 0.949 0 6.88419 0 0.000207975 2.25055 
7.94 0.000116262 0.750266 0 0 0.6336 0.995 0.949 0 6.88406 0.002 0.000207863 2.2506 
7.941 0.000116196 0.750295 0 0 0.6338 0.995 0.949 0 6.88393 0.002 0.00020775 2.25064 
7.942 0.000116131 0.750324 0 0 0.6342 0.995 0.949 0 6.8838 0.002 0.000207639 2.25069 
7.943 0.000116066 0.750353 0 0 0.6348 0.995 0.949 0 6.88367 0.001 0.000207528 2.25073 
7.944 0.000116002 0.750381 0 0 0.6356 0.995 0.949 0 6.88354 0 0.000207417 2.25078 
7.945 0.000115938 0.750409 0 0 0.6362 0.995 0.949 0 6.88341 0.001 0.000207307 2.25082 
7.946 0.000115874 0.750438 0 0 0.6364 0.995 0.949 0 6.88328 0 0.000207198 2.25086 
7.947 0.00011581 0.750465 0 0 0.6366 0.995 0.949 0 6.88315 0 0.000207089 2.2509 
7.948 0.000115747 0.750493 0 0 0.6366 0.995 0.949 0 6.88302 0.001 0.000206981 2.25094 
7.949 0.000115684 0.75052 0 0 0.6368 0.995 0.949 0 6.88289 0 0.000206873 2.25099 
7.95 0.000115622 0.750547 0 0 0.6372 0.995 0.949 0 6.88276 0 0.000206766 2.25103 
7.951 0.000115559 0.750574 0 0 0.6376 0.995 0.949 0 6.88263 0 0.000206659 2.25107 
7.952 0.000115498 0.750601 0 0 0.638 0.995 0.949 0 6.8825 0 0.000206553 2.25111 
7.953 0.000115436 0.750627 0 0 0.6384 0.996 0.949 0 6.88237 0.003 0.000206447 2.25115 
7.954 0.000115375 0.750653 0 0 0.6394 0.995 0.949 0 6.88224 0 0.000206342 2.25119 
7.955 0.000115314 0.750679 0 0 0.6394 0.995 0.949 0 6.88211 0 0.000206237 2.25123 
7.956 0.000115253 0.750705 0 0 0.64 0.995 0.949 0 6.88198 0.001 0.000206133 2.25127 
7.957 0.000115192 0.75073 0 0 0.641 0.996 0.95 0 6.88185 0 0.000206029 2.25131 
7.958 0.000115132 0.750755 0 0 0.6412 0.996 0.95 0 6.88173 0.001 0.000205926 2.25134 
7.959 0.000115072 0.75078 0 0 0.642 0.996 0.951 0 6.8816 0.002 0.000205824 2.25138 
7.96 0.000115013 0.750805 0 0 0.6424 0.996 0.951 0 6.88147 0.001 0.000205722 2.25142 
7.961 0.000114954 0.75083 0 0 0.6432 0.996 0.951 0 6.88134 0.001 0.00020562 2.25146 
7.962 0.000114895 0.750854 0 0 0.6438 0.996 0.951 0 6.88121 0.002 0.000205519 2.25149 
7.963 0.000114836 0.750878 0 0 0.6438 0.995 0.951 0 6.88109 0.001 0.000205418 2.25153 
7.964 0.000114778 0.750902 0 0 0.6444 0.995 0.951 0 6.88096 0.002 0.000205318 2.25157 
7.965 0.00011472 0.750925 0 0 0.6448 0.995 0.951 0 6.88083 0.002 0.000205219 2.2516 
7.966 0.000114662 0.750949 0 0 0.6456 0.995 0.951 0 6.8807 0.002 0.000205119 2.25164 
7.967 0.000114604 0.750972 0 0 0.6458 0.995 0.951 0 6.88057 0.001 0.000205021 2.25167 
7.968 0.000114547 0.750995 0 0 0.6462 0.995 0.951 0 6.88045 0.001 0.000204923 2.25171 
