Time INa IKr IKs Ito1 IK1 IKp INaCa INaK IpCa ICab INab ICa JDHPR Jup Jtrpn Jtr Jxfer IKv43 IKv14 IKv14_K IKv14_Na Ito2 Istim Itot 
3.208 -0 0.101171 0.0114887 0.021465 0.137203 0.0554124 0.0676222 0.283022 0.01518 -0.0280042 -0.0700292 -0.770616 2.37036e-05 8.31222e-05 -1.38603e-05 6.49335e-05 5.66218e-05 0.0101779 0.0112871 0.0115143 -0.000227212 0.0650148 0 -0.11107 
3.209 -0 0.101391 0.0115672 0.021465 0.137203 0.0554124 0.0678139 0.283021 0.0151692 -0.0280091 -0.0700294 -0.886626 2.72719e-05 8.30268e-05 -1.42819e-05 6.48135e-05 5.50424e-05 0.0101779 0.0112871 0.0115143 -0.000227213 0.0866864 0 -0.204936 
3.21 -1.92694e-11 -0.00679928 -0.00278925 -0.00190403 -2.76451 -2.6055e-10 -0.544896 0.122767 0.015159 -0.0533709 -0.17003 -0.655085 2.01499e-05 8.29354e-05 -1.46118e-05 6.47028e-05 5.25921e-05 -0.000681063 -0.00122296 -0.000285 -0.000937962 0.13003 0 -3.93143 
3.211 -5.71989e-10 -0.08951 -0.00270991 -8.18521e-08 -2.76449 -2.60548e-10 -0.545338 0.122767 0.0151649 -0.0533683 -0.170029 -0.293456 9.0265e-06 8.29533e-05 -1.30072e-05 6.50106e-05 5.84564e-05 -1.16437e-08 -7.02084e-08 -1.63614e-08 -5.3847e-08 -0.0631048 0 -3.84407 
3.212 -1.13439e-09 -0.0832187 -0.00263264 -1.15307e-08 -2.76447 -2.60547e-10 -0.541457 0.122768 0.0151132 -0.0533916 -0.170029 0 -0 8.2581e-05 -1.85063e-05 6.52933e-05 4.17116e-05 -1.6017e-09 -9.92904e-09 -2.31385e-09 -7.61519e-09 -0.0368112 0 -3.51413 
3.213 -1.57795e-09 -0.0753315 -0.00255757 -2.02457e-09 -2.76445 -2.60545e-10 -0.537626 0.122769 0.0150619 -0.0534148 -0.170029 0 -0 8.22114e-05 -2.36021e-05 6.54527e-05 3.96664e-05 -2.93806e-10 -1.73076e-09 -4.03333e-10 -1.32743e-09 -0.0368112 0 -3.50239 
3.214 -1.94578e-09 -0.0681445 -0.00248465 -7.46965e-10 -2.76443 -2.60544e-10 -0.534079 0.12277 0.015014 -0.0534364 -0.170029 0 -0 8.18659e-05 -2.79454e-05 6.55271e-05 3.90111e-05 -1.04267e-10 -6.42698e-10 -1.49772e-10 -4.92926e-10 -0.0525874 0 -3.50741 
3.215 -2.25397e-09 -0.0616448 -0.00241381 -5.31407e-10 -2.76441 -2.60542e-10 -0.530848 0.122771 0.0149702 -0.0534562 -0.170028 0 -0 8.15479e-05 -3.15273e-05 6.55661e-05 3.95143e-05 -0 -5.31407e-10 -1.23837e-10 -4.0757e-10 -0.0210349 0 -3.46609 
3.216 -2.51256e-09 -0.0557664 -0.00234499 -5.54217e-10 -2.76439 -2.60541e-10 -0.527886 0.122771 0.0149298 -0.0534744 -0.170028 0 -0 8.12535e-05 -3.44713e-05 6.55413e-05 3.7076e-05 -0 -5.54217e-10 -1.29152e-10 -4.25065e-10 -0.0420699 0 -3.47826 
3.217 -2.72955e-09 -0.0504492 -0.00227814 -5.95339e-10 -2.76437 -2.60539e-10 -0.524897 0.122772 0.0148887 -0.0534929 -0.170028 0 -0 8.09552e-05 -3.72995e-05 6.52886e-05 3.24457e-05 -0 -5.95339e-10 -1.38734e-10 -4.56605e-10 -0.0157762 0 -3.44363 
3.218 -2.91164e-09 -0.0456392 -0.00221319 -6.38863e-10 -2.76435 -2.60537e-10 -0.521805 0.122773 0.0148461 -0.0535122 -0.170028 0 -0 8.06453e-05 -4.01453e-05 6.48287e-05 2.83259e-05 -0 -6.38863e-10 -1.48876e-10 -4.89987e-10 -0.0315524 0 -3.45148 
3.219 -3.06445e-09 -0.041288 -0.00215009 -6.82603e-10 -2.76433 -2.60536e-10 -0.518816 0.122774 0.0148046 -0.0535309 -0.170027 0 -0 8.03433e-05 -4.26654e-05 6.43497e-05 2.72532e-05 -0 -6.82603e-10 -1.59068e-10 -5.23535e-10 -0.0473286 0 -3.45989 
3.22 -3.19268e-09 -0.0373517 -0.0020888 -7.26259e-10 -2.76431 -2.60534e-10 -0.515955 0.122775 0.0147647 -0.053549 -0.170027 0 -0 8.00516e-05 -4.48415e-05 6.38661e-05 2.65727e-05 -0 -7.26259e-10 -1.69241e-10 -5.57018e-10 -0.0210349 0 -3.42678 
3.221 -3.30029e-09 -0.0337907 -0.00202926 -7.6979e-10 -2.76429 -2.60533e-10 -0.513189 0.122775 0.0147259 -0.0535665 -0.170027 0 -0 7.97673e-05 -4.67464e-05 6.33567e-05 2.51737e-05 -0 -7.6979e-10 -1.79384e-10 -5.90406e-10 -0.0315524 0 -3.43095 
3.222 -3.3906e-09 -0.0305692 -0.00197141 -8.13191e-10 -2.76427 -2.60531e-10 -0.510532 0.122776 0.0146885 -0.0535834 -0.170027 0 -0 7.94917e-05 -4.8375e-05 6.28646e-05 2.50987e-05 -0 -8.13191e-10 -1.89497e-10 -6.23693e-10 -0.0262937 0 -3.41979 
3.223 -3.46637e-09 -0.0276548 -0.00191521 -8.56461e-10 -2.76425 -2.6053e-10 -0.507954 0.122777 0.014652 -0.0535999 -0.170027 0 -0 7.92221e-05 -4.97913e-05 6.23512e-05 2.32535e-05 -0 -8.56461e-10 -1.9958e-10 -6.56881e-10 -0.0105175 0 -3.39849 
3.224 -3.52997e-09 -0.0250183 -0.00186062 -8.996e-10 -2.76423 -2.60528e-10 -0.505393 0.122778 0.0146155 -0.0536163 -0.170026 0 -0 7.89524e-05 -5.11103e-05 6.18171e-05 2.26565e-05 -0 -8.996e-10 -2.09632e-10 -6.89969e-10 -0.0157762 0 -3.39853 
3.225 -3.58333e-09 -0.0226332 -0.00180759 -9.4261e-10 -2.76422 -2.60526e-10 -0.502977 0.122778 0.014581 -0.0536319 -0.170026 0 -0 7.86955e-05 -5.21241e-05 6.13592e-05 2.31656e-05 -0 -9.4261e-10 -2.19653e-10 -7.22957e-10 -0.0315524 0 -3.40948 
3.226 -3.62811e-09 -0.0204754 -0.00175607 -9.8549e-10 -2.7642 -2.60525e-10 -0.500641 0.122779 0.0145475 -0.0536471 -0.170026 0 -0 7.84451e-05 -5.29584e-05 6.09112e-05 2.24076e-05 -0 -9.8549e-10 -2.29644e-10 -7.55846e-10 -0.0315524 0 -3.40497 
3.227 -3.66569e-09 -0.0185234 -0.00170601 -1.02824e-09 -2.76418 -2.60523e-10 -0.498317 0.12278 0.014514 -0.0536622 -0.170026 0 -0 7.81944e-05 -5.37372e-05 6.04417e-05 2.14561e-05 -0 -1.02824e-09 -2.39606e-10 -7.88636e-10 -0.0315524 0 -3.40067 
3.228 -3.69722e-09 -0.0167575 -0.00165739 -1.07086e-09 -2.76416 -2.60522e-10 -0.496014 0.122781 0.0144806 -0.0536773 -0.170025 0 -0 7.79445e-05 -5.44477e-05 5.99766e-05 2.06161e-05 -0 -1.07086e-09 -2.49537e-10 -8.21327e-10 -0.0157762 0 -3.3808 
3.229 -3.72369e-09 -0.0151599 -0.00161015 -1.11336e-09 -2.76414 -2.6052e-10 -0.493731 0.122781 0.0144474 -0.0536923 -0.170025 0 -0 7.76952e-05 -5.50954e-05 5.95064e-05 1.97856e-05 -0 -1.11336e-09 -2.59438e-10 -8.5392e-10 -0.0105175 0 -3.37165 
3.23 -3.74589e-09 -0.0137146 -0.00156427 -1.15572e-09 -2.76412 -2.60519e-10 -0.491473 0.122782 0.0144144 -0.0537072 -0.170025 0 -0 7.7447e-05 -5.56771e-05 5.90411e-05 1.89659e-05 -0 -1.15572e-09 -2.69309e-10 -8.86415e-10 -0.0262937 0 -3.3837 
3.231 -3.76453e-09 -0.0124072 -0.00151969 -1.19796e-09 -2.7641 -2.60517e-10 -0.489272 0.122783 0.0143821 -0.0537218 -0.170025 0 -0 7.72033e-05 -5.61402e-05 5.8627e-05 1.90761e-05 -0 -1.19796e-09 -2.7915e-10 -9.18812e-10 -0.0420699 0 -3.39595 
3.232 -3.78016e-09 -0.0112244 -0.00147638 -1.24007e-09 -2.76408 -2.60516e-10 -0.487092 0.122783 0.0143501 -0.0537363 -0.170025 0 -0 7.69606e-05 -5.65533e-05 5.82009e-05 1.74606e-05 -0 -1.24007e-09 -2.88962e-10 -9.51111e-10 -0.0262937 0 -3.37679 
3.233 -3.79328e-09 -0.0101543 -0.00143431 -1.28206e-09 -2.76406 -2.60514e-10 -0.484896 0.122784 0.0143176 -0.053751 -0.170024 0 -0 7.67149e-05 -5.69806e-05 5.77889e-05 1.80064e-05 -0 -1.28206e-09 -2.98744e-10 -9.83314e-10 -0.0315524 0 -3.37877 
3.234 -3.80429e-09 -0.00918626 -0.00139343 -1.32391e-09 -2.76404 -2.60512e-10 -0.482777 0.122785 0.0142861 -0.0537653 -0.170024 0 -0 7.64758e-05 -5.72665e-05 5.74011e-05 1.70787e-05 -0 -1.32391e-09 -3.08496e-10 -1.01542e-09 -0.0157762 0 -3.35989 
3.235 -3.81353e-09 -0.00831051 -0.00135373 -1.36565e-09 -2.76402 -2.60511e-10 -0.480659 0.122786 0.0142545 -0.0537796 -0.170024 0 -0 7.62359e-05 -5.75428e-05 5.70313e-05 1.72869e-05 -0 -1.36565e-09 -3.18219e-10 -1.04743e-09 -0.0105175 0 -3.35163 
3.236 -3.82128e-09 -0.00751825 -0.00131516 -1.40725e-09 -2.764 -2.60509e-10 -0.478589 0.122786 0.0142236 -0.0537936 -0.170024 0 -0 7.59996e-05 -5.77353e-05 5.66803e-05 1.72603e-05 -0 -1.40725e-09 -3.27913e-10 -1.07934e-09 -0.0210349 0 -3.35927 
3.237 -3.82779e-09 -0.00680153 -0.00127768 -1.44873e-09 -2.76398 -2.60508e-10 -0.47663 0.122787 0.0141941 -0.0538069 -0.170024 0 -0 7.57738e-05 -5.774e-05 5.64318e-05 1.86183e-05 -0 -1.44873e-09 -3.37577e-10 -1.11116e-09 -0.0210349 0 -3.35658 
3.238 -3.83325e-09 -0.00615314 -0.00124128 -1.49009e-09 -2.76396 -2.60506e-10 -0.474666 0.122788 0.0141645 -0.0538203 -0.170023 0 -0 7.55466e-05 -5.77652e-05 5.61426e-05 1.70166e-05 -0 -1.49009e-09 -3.47212e-10 -1.14288e-09 -0.0262937 0 -3.35921 
3.239 -3.83783e-09 -0.00556656 -0.00120591 -1.53132e-09 -2.76395 -2.60505e-10 -0.472566 0.122788 0.0141327 -0.0538347 -0.170023 0 -0 7.53043e-05 -5.80273e-05 5.57504e-05 1.45099e-05 -0 -1.53132e-09 -3.56818e-10 -1.1745e-09 -0 0 -3.33022 
3.24 -3.84167e-09 -0.00503591 -0.00117156 -1.57243e-09 -2.76393 -2.60503e-10 -0.47042 0.122789 0.0141001 -0.0538495 -0.170023 0 -0 7.5056e-05 -5.83614e-05 5.53318e-05 1.35937e-05 -0 -1.57243e-09 -3.66395e-10 -1.20603e-09 -0.0262937 0 -3.35383 
3.241 -3.84489e-09 -0.00455584 -0.00113818 -1.61341e-09 -2.76391 -2.60502e-10 -0.468313 0.12279 0.0140679 -0.0538641 -0.170023 0 -0 7.48105e-05 -5.86234e-05 5.49487e-05 1.36036e-05 -0 -1.61341e-09 -3.75943e-10 -1.23747e-09 -0.0210349 0 -3.34598 
3.242 -3.8476e-09 -0.00412155 -0.00110576 -1.65427e-09 -2.76389 -2.605e-10 -0.466211 0.12279 0.0140357 -0.0538787 -0.170023 0 -0 7.45645e-05 -5.88714e-05 5.45649e-05 1.34928e-05 -0 -1.65427e-09 -3.85462e-10 -1.26881e-09 -0.00525874 0 -3.32766 
3.243 -3.84987e-09 -0.00372866 -0.00107426 -1.69501e-09 -2.76387 -2.60499e-10 -0.464125 0.122791 0.0140036 -0.0538932 -0.170022 0 -0 7.4319e-05 -5.90892e-05 5.41633e-05 1.16444e-05 -0 -1.69501e-09 -3.94953e-10 -1.30005e-09 -0.0157762 0 -3.33569 
3.244 -3.85177e-09 -0.00337323 -0.00104365 -1.73562e-09 -2.76385 -2.60497e-10 -0.461934 0.122792 0.0139698 -0.0539086 -0.170022 0 -0 7.4061e-05 -5.94839e-05 5.36869e-05 1.02434e-05 -0 -1.73562e-09 -4.04414e-10 -1.33121e-09 -0.0210349 0 -3.3384 
3.245 -3.85337e-09 -0.00305168 -0.00101393 -1.77611e-09 -2.76383 -2.60495e-10 -0.459765 0.122792 0.0139361 -0.0539239 -0.170022 0 -0 7.3804e-05 -5.98303e-05 5.32444e-05 1.00623e-05 -0 -1.77611e-09 -4.13848e-10 -1.36226e-09 -0.0210349 0 -3.33591 
3.246 -3.8547e-09 -0.00276079 -0.000985046 -1.81648e-09 -2.76381 -2.60494e-10 -0.45761 0.122793 0.0139025 -0.0539391 -0.170022 0 -0 7.35471e-05 -6.01456e-05 5.28068e-05 9.41694e-06 -0 -1.81648e-09 -4.23252e-10 -1.39323e-09 -0.0262937 0 -3.33873 
3.247 -3.85583e-09 -0.00249763 -0.000956989 -1.85673e-09 -2.76379 -2.60492e-10 -0.455465 0.122794 0.013869 -0.0539543 -0.170022 0 -0 7.32901e-05 -6.0435e-05 5.23658e-05 8.51565e-06 -0 -1.85673e-09 -4.32628e-10 -1.4241e-09 -0.00525874 0 -3.31528 
3.248 -3.85677e-09 -0.00225956 -0.000929733 -1.89686e-09 -2.76377 -2.60491e-10 -0.453326 0.122794 0.0138354 -0.0539696 -0.170021 0 -0 7.30325e-05 -6.07098e-05 5.19327e-05 7.95818e-06 -0 -1.89686e-09 -4.41976e-10 -1.45488e-09 -0.00525874 0 -3.31291 
3.249 -3.85756e-09 -0.00204419 -0.000903254 -1.93686e-09 -2.76375 -2.60489e-10 -0.451184 0.122795 0.0138016 -0.0539849 -0.170021 0 -0 7.27731e-05 -6.09857e-05 5.14924e-05 7.07847e-06 -0 -1.93686e-09 -4.51296e-10 -1.48556e-09 -0.0315524 0 -3.33685 
3.25 -3.85822e-09 -0.00184935 -0.00087753 -1.97675e-09 -2.76373 -2.60488e-10 -0.449029 0.122796 0.0137674 -0.0540005 -0.170021 0 -0 7.2511e-05 -6.1281e-05 5.10399e-05 6.13746e-06 -0 -1.97675e-09 -4.60588e-10 -1.51616e-09 -0.0315524 0 -3.3345 
3.251 -3.85878e-09 -0.00167309 -0.000852539 -2.01651e-09 -2.76371 -2.60486e-10 -0.446844 0.122796 0.0137327 -0.0540163 -0.170021 0 -0 7.22442e-05 -6.16215e-05 5.05615e-05 5.08699e-06 -0 -2.01651e-09 -4.69851e-10 -1.54666e-09 -0.0262937 0 -3.32689 
3.252 -3.85924e-09 -0.00151363 -0.000828262 -2.05616e-09 -2.7637 -2.60485e-10 -0.444705 0.122797 0.0136985 -0.0540318 -0.170021 0 -0 7.19812e-05 -6.18737e-05 5.01446e-05 5.78304e-06 -0 -2.05616e-09 -4.79087e-10 -1.57707e-09 -0.0105175 0 -3.30882 
3.253 -3.85963e-09 -0.00136937 -0.000804676 -2.09568e-09 -2.76368 -2.60483e-10 -0.442633 0.122798 0.0136653 -0.0540469 -0.170021 0 -0 7.17243e-05 -6.20083e-05 4.97642e-05 5.80258e-06 -0 -2.09568e-09 -4.88294e-10 -1.60739e-09 -0.00525874 0 -3.30135 
3.254 -3.85996e-09 -0.00123887 -0.000781764 -2.13509e-09 -2.76366 -2.60482e-10 -0.440603 0.122798 0.0136326 -0.0540618 -0.17002 0 -0 7.14709e-05 -6.2075e-05 4.94234e-05 6.37725e-06 -0 -2.13509e-09 -4.97474e-10 -1.63762e-09 -0.0262937 0 -3.32023 
3.255 -3.86023e-09 -0.00112081 -0.000759505 -2.17438e-09 -2.76364 -2.6048e-10 -0.438671 0.122799 0.0136013 -0.054076 -0.17002 0 -0 7.12274e-05 -6.19798e-05 4.91451e-05 6.9902e-06 -0 -2.17438e-09 -5.06626e-10 -1.66775e-09 -0.0315524 0 -3.32344 
3.256 -3.86046e-09 -0.001014 -0.00073788 -2.21355e-09 -2.76362 -2.60478e-10 -0.436725 0.1228 0.0135697 -0.0540904 -0.17002 0 -0 7.09812e-05 -6.1926e-05 4.88432e-05 5.69223e-06 -0 -2.21355e-09 -5.15751e-10 -1.6978e-09 -0.0210349 0 -3.31087 
3.257 -3.86065e-09 -0.000917378 -0.000716872 -2.2526e-09 -2.7636 -2.60477e-10 -0.434765 0.1228 0.0135378 -0.054105 -0.17002 0 -0 7.07325e-05 -6.19065e-05 4.85409e-05 6.10449e-06 -0 -2.2526e-09 -5.24847e-10 -1.72775e-09 -0.0157762 0 -3.30356 
3.258 -3.86081e-09 -0.000829967 -0.000696463 -2.29153e-09 -2.76358 -2.60475e-10 -0.432851 0.122801 0.0135065 -0.0541193 -0.17002 0 -0 7.0488e-05 -6.18204e-05 4.82776e-05 6.93504e-06 -0 -2.29153e-09 -5.33917e-10 -1.75762e-09 -0.0157762 0 -3.30157 
3.259 -3.86094e-09 -0.000750889 -0.000676636 -2.33035e-09 -2.76356 -2.60474e-10 -0.431011 0.122801 0.0134763 -0.0541331 -0.170019 0 -0 7.0251e-05 -6.16197e-05 4.80671e-05 7.45549e-06 -0 -2.33035e-09 -5.42959e-10 -1.78739e-09 -0.0210349 0 -3.30491 
3.26 -3.86105e-09 -0.000679351 -0.000657375 -2.36905e-09 -2.76354 -2.60472e-10 -0.429225 0.122802 0.0134468 -0.0541465 -0.170019 0 -0 7.00193e-05 -6.1347e-05 4.78872e-05 7.69339e-06 -0 -2.36905e-09 -5.51973e-10 -1.81708e-09 -0.0105175 0 -3.29254 
3.261 -3.86115e-09 -0.000614632 -0.000638662 -2.40763e-09 -2.76352 -2.60471e-10 -0.427493 0.122803 0.0134182 -0.0541596 -0.170019 0 -0 6.97932e-05 -6.10028e-05 4.77644e-05 9.12619e-06 -0 -2.40763e-09 -5.60961e-10 -1.84667e-09 -0.0210349 0 -3.30126 
3.262 -3.86122e-09 -0.000556084 -0.000620484 -2.4461e-09 -2.7635 -2.60469e-10 -0.425826 0.122803 0.0133905 -0.0541722 -0.170019 0 -0 6.95738e-05 -6.05763e-05 4.76633e-05 9.41973e-06 -0 -2.4461e-09 -5.69921e-10 -1.87618e-09 -0.0157762 0 -3.29428 
3.263 -3.86129e-09 -0.000503118 -0.000602823 -2.48445e-09 -2.76348 -2.60468e-10 -0.424172 0.122804 0.013363 -0.0541848 -0.170019 0 -0 6.93554e-05 -6.01574e-05 4.75757e-05 1.01608e-05 -0 -2.48445e-09 -5.78854e-10 -1.9056e-09 -0.00525874 0 -3.28206 
3.264 -3.86134e-09 -0.000455201 -0.000585666 -2.52269e-09 -2.76347 -2.60466e-10 -0.422557 0.122804 0.013336 -0.0541971 -0.170019 0 -0 6.9141e-05 -5.97013e-05 4.75092e-05 1.05781e-05 -0 -2.52269e-09 -5.8776e-10 -1.93493e-09 -0.0105175 0 -3.28566 
3.265 -3.86139e-09 -0.000411852 -0.000568998 -2.56081e-09 -2.76345 -2.60465e-10 -0.420942 0.122805 0.0133089 -0.0542095 -0.170018 0 -0 6.8926e-05 -5.92803e-05 4.74193e-05 1.03131e-05 -0 -2.56081e-09 -5.9664e-10 -1.96417e-09 -0.0210349 0 -3.29452 
3.266 -3.86142e-09 -0.000372637 -0.000552806 -2.59881e-09 -2.76343 -2.60463e-10 -0.419354 0.122806 0.0132822 -0.0542217 -0.170018 0 -0 6.87137e-05 -5.88414e-05 4.73658e-05 1.1161e-05 -0 -2.59881e-09 -6.05492e-10 -1.99332e-09 -0.0105175 0 -3.28238 
3.267 -3.86145e-09 -0.00033716 -0.000537074 -2.6367e-09 -2.76341 -2.60461e-10 -0.417773 0.122806 0.0132556 -0.0542339 -0.170018 0 -0 6.85018e-05 -5.84215e-05 4.72918e-05 1.06921e-05 -0 -2.6367e-09 -6.14318e-10 -2.02239e-09 -0.0105175 0 -3.28076 
3.268 -3.86148e-09 -0.000305065 -0.000521792 -2.67448e-09 -2.76339 -2.6046e-10 -0.416122 0.122807 0.0132276 -0.0542467 -0.170018 0 -0 6.82809e-05 -5.81573e-05 4.7153e-05 9.60434e-06 -0 -2.67448e-09 -6.23117e-10 -2.05136e-09 -0.0157762 0 -3.28434 
3.269 -3.8615e-09 -0.00027603 -0.000506945 -2.71214e-09 -2.76337 -2.60458e-10 -0.414408 0.122807 0.0131986 -0.05426 -0.170018 0 -0 6.80521e-05 -5.80233e-05 4.69603e-05 8.71579e-06 -0 -2.71214e-09 -6.31889e-10 -2.08026e-09 -0.0157762 0 -3.28261 
3.27 -3.86151e-09 -0.000249764 -0.000492521 -2.74969e-09 -2.76335 -2.60457e-10 -0.412682 0.122808 0.0131691 -0.0542735 -0.170017 0 -0 6.78209e-05 -5.7927e-05 4.67556e-05 8.05241e-06 -0 -2.74969e-09 -6.40635e-10 -2.10906e-09 -0.0262937 0 -3.29138 
3.271 -3.86152e-09 -0.000226001 -0.000478509 -2.78713e-09 -2.76333 -2.60455e-10 -0.410931 0.122809 0.0131392 -0.0542872 -0.170017 0 -0 6.7586e-05 -5.78883e-05 4.65278e-05 7.77062e-06 -0 -2.78713e-09 -6.49355e-10 -2.13778e-09 -0.0105175 0 -3.27384 
3.272 -3.86154e-09 -0.000204504 -0.000464896 -2.82445e-09 -2.76331 -2.60454e-10 -0.409189 0.122809 0.0131093 -0.0543009 -0.170017 0 -0 6.73513e-05 -5.78434e-05 4.63049e-05 7.44306e-06 -0 -2.82445e-09 -6.58048e-10 -2.16641e-09 -0.0105175 0 -3.27209 
3.273 -3.86154e-09 -0.000185056 -0.000451671 -2.86167e-09 -2.76329 -2.60452e-10 -0.40747 0.12281 0.0130797 -0.0543145 -0.170017 0 -0 6.71186e-05 -5.77685e-05 4.60944e-05 7.74615e-06 -0 -2.86167e-09 -6.66715e-10 -2.19495e-09 -0 0 -3.25984 
3.274 -3.86155e-09 -0.000167463 -0.000438823 -2.89877e-09 -2.76327 -2.60451e-10 -0.405764 0.12281 0.0130502 -0.054328 -0.170017 0 -0 6.68867e-05 -5.76818e-05 4.58878e-05 7.78688e-06 -0 -2.89877e-09 -6.75356e-10 -2.22341e-09 -0.0315524 0 -3.28968 
3.275 -3.86155e-09 -0.000151547 -0.000426341 -2.93575e-09 -2.76325 -2.60449e-10 -0.404072 0.122811 0.0130209 -0.0543415 -0.170017 0 -0 6.66555e-05 -5.75859e-05 4.56733e-05 7.1003e-06 -0 -2.93575e-09 -6.8397e-10 -2.25178e-09 -0.0157762 0 -3.27221 
3.276 -3.86156e-09 -0.000137148 -0.000414215 -2.97263e-09 -2.76324 -2.60448e-10 -0.402361 0.122812 0.0129911 -0.0543552 -0.170016 0 -0 6.64214e-05 -5.75352e-05 4.54442e-05 6.92995e-06 -0 -2.97263e-09 -6.92559e-10 -2.28007e-09 -0.0210349 0 -3.27575 
3.277 -3.86156e-09 -0.000124122 -0.000402434 -3.00939e-09 -2.76322 -2.60446e-10 -0.400649 0.122812 0.0129612 -0.0543689 -0.170016 0 -0 6.61862e-05 -5.74983e-05 4.5203e-05 6.24823e-06 -0 -3.00939e-09 -7.01122e-10 -2.30827e-09 -0.0262937 0 -3.2793 
3.278 -3.86156e-09 -0.000112338 -0.000390989 -3.04605e-09 -2.7632 -2.60444e-10 -0.398927 0.122813 0.012931 -0.0543828 -0.170016 0 -0 6.59489e-05 -5.74884e-05 4.49544e-05 6.12355e-06 -0 -3.04605e-09 -7.09658e-10 -2.33639e-09 -0.0105175 0 -3.2618 
3.279 -3.86156e-09 -0.000101677 -0.000379871 -3.08259e-09 -2.76318 -2.60443e-10 -0.397262 0.122813 0.0129018 -0.0543963 -0.170016 0 -0 6.57179e-05 -5.7384e-05 4.4758e-05 6.89725e-06 -0 -3.08259e-09 -7.18169e-10 -2.36442e-09 -0.00525874 0 -3.25488 
3.28 -3.86156e-09 -9.2033e-05 -0.000369069 -3.11903e-09 -2.76316 -2.60441e-10 -0.395628 0.122814 0.0128729 -0.0544096 -0.170016 0 -0 6.54898e-05 -5.72415e-05 4.45697e-05 7.05091e-06 -0 -3.11903e-09 -7.26655e-10 -2.39237e-09 -0.0210349 0 -3.26902 
3.281 -3.86156e-09 -8.33082e-05 -0.000358575 -3.15535e-09 -2.76314 -2.6044e-10 -0.39405 0.122814 0.012845 -0.0544225 -0.170016 0 -0 6.52681e-05 -5.70128e-05 4.44246e-05 7.75496e-06 -0 -3.15535e-09 -7.35114e-10 -2.42024e-09 -0.0105175 0 -3.25693 
3.282 -3.86156e-09 -7.54151e-05 -0.00034838 -3.19157e-09 -2.76312 -2.60438e-10 -0.39249 0.122815 0.0128173 -0.0544352 -0.170015 0 -0 6.5048e-05 -5.67711e-05 4.42781e-05 7.77322e-06 -0 -3.19157e-09 -7.43548e-10 -2.44802e-09 -0.0157762 0 -3.26063 
3.283 -3.86156e-09 -6.82746e-05 -0.000338476 -3.22767e-09 -2.7631 -2.60437e-10 -0.390965 0.122815 0.0127901 -0.0544478 -0.170015 0 -0 6.48315e-05 -5.64889e-05 4.41864e-05 9.7374e-06 -0 -3.22767e-09 -7.51957e-10 -2.47571e-09 -0.0315524 0 -3.27488 
3.284 -3.86155e-09 -6.18148e-05 -0.000328853 -3.26367e-09 -2.76308 -2.60435e-10 -0.389576 0.122816 0.0127653 -0.0544592 -0.170015 0 -0 6.46317e-05 -5.5985e-05 4.41693e-05 1.04998e-05 -0 -3.26367e-09 -7.6034e-10 -2.50333e-09 -0 0 -3.24194 
3.285 -3.86155e-09 -5.59709e-05 -0.000319505 -3.29956e-09 -2.76306 -2.60434e-10 -0.388176 0.122817 0.0127402 -0.0544708 -0.170015 0 -0 6.443e-05 -5.55366e-05 4.41318e-05 1.05883e-05 -0 -3.29956e-09 -7.68698e-10 -2.53086e-09 -0.00525874 0 -3.2458 
3.286 -3.86155e-09 -5.06842e-05 -0.000310424 -3.33534e-09 -2.76304 -2.60432e-10 -0.386793 0.122817 0.0127154 -0.0544823 -0.170015 0 -0 6.42303e-05 -5.50863e-05 4.41013e-05 1.07524e-05 -0 -3.33534e-09 -7.77031e-10 -2.55831e-09 -0.0157762 0 -3.25494 
3.287 -3.86155e-09 -4.59014e-05 -0.000301601 -3.37101e-09 -2.76302 -2.60431e-10 -0.385416 0.122818 0.0126905 -0.0544938 -0.170015 0 -0 6.40309e-05 -5.46547e-05 4.40811e-05 1.13322e-05 -0 -3.37101e-09 -7.85338e-10 -2.58567e-09 -0.0262937 0 -3.26408 
3.288 -3.86154e-09 -4.15747e-05 -0.000293029 -3.40657e-09 -2.76301 -2.60429e-10 -0.384123 0.122818 0.0126672 -0.0545046 -0.170015 0 -0 6.38417e-05 -5.41033e-05 4.41132e-05 1.30823e-05 -0 -3.40657e-09 -7.9362e-10 -2.61295e-09 -0.0368112 0 -3.27331 
3.289 -3.86154e-09 -3.76604e-05 -0.000284702 -3.44203e-09 -2.76299 -2.60428e-10 -0.382886 0.122819 0.0126448 -0.054515 -0.170014 0 -0 6.36596e-05 -5.34857e-05 4.41745e-05 1.49458e-05 -0 -3.44203e-09 -8.01878e-10 -2.64015e-09 -0.0262937 0 -3.26155 
3.29 -3.86154e-09 -3.41193e-05 -0.000276612 -3.47738e-09 -2.76297 -2.60426e-10 -0.381679 0.122819 0.0126228 -0.0545251 -0.170014 0 -0 6.34811e-05 -5.28554e-05 4.42342e-05 1.35818e-05 -0 -3.47738e-09 -8.1011e-10 -2.66727e-09 -0.0315524 0 -3.26561 
3.291 -3.86154e-09 -3.09159e-05 -0.000268752 -3.51263e-09 -2.76295 -2.60424e-10 -0.380387 0.12282 0.0125993 -0.054536 -0.170014 0 -0 6.32914e-05 -5.24154e-05 4.42223e-05 1.35979e-05 -0 -3.51263e-09 -8.18317e-10 -2.69431e-09 -0.0157762 0 -3.24854 
