Time INa IKr IKs Ito1 IK1 IKp INaCa INaK IpCa ICab INab ICa JDHPR Jup Jtrpn Jtr Jxfer IKv43 IKv14 IKv14_K IKv14_Na Ito2 Istim Itot 
3.292 -3.86153e-09 -2.80178e-05 -0.000261116 -3.54776e-09 -2.76293 -2.60423e-10 -0.379061 0.12282 0.0125751 -0.0545473 -0.170014 0 -0 6.30972e-05 -5.20643e-05 4.41597e-05 1.23458e-05 -0 -3.54776e-09 -8.265e-10 -2.72126e-09 -0.0157762 0 -3.24722 
3.293 -3.86153e-09 -2.5396e-05 -0.000253698 -3.5828e-09 -2.76291 -2.60421e-10 -0.377673 0.122821 0.0125496 -0.054559 -0.170014 0 -0 6.28944e-05 -5.18493e-05 4.40591e-05 1.2058e-05 -0 -3.5828e-09 -8.34658e-10 -2.74814e-09 -0.0315524 0 -3.26162 
3.294 -3.86153e-09 -2.30242e-05 -0.000246491 -3.61772e-09 -2.76289 -2.6042e-10 -0.376289 0.122821 0.0125242 -0.0545708 -0.170014 0 -0 6.26917e-05 -5.16443e-05 4.39634e-05 1.20766e-05 -0 -3.61772e-09 -8.42791e-10 -2.77493e-09 -0.0157762 0 -3.24446 
3.295 -3.86152e-09 -2.08785e-05 -0.00023949 -3.65255e-09 -2.76287 -2.60418e-10 -0.374919 0.122822 0.012499 -0.0545826 -0.170013 0 -0 6.24903e-05 -5.14319e-05 4.386e-05 1.20313e-05 -0 -3.65255e-09 -8.509e-10 -2.80165e-09 -0.00525874 0 -3.23258 
3.296 -3.86152e-09 -1.89374e-05 -0.000232687 -3.68726e-09 -2.76285 -2.60417e-10 -0.373547 0.122822 0.0124736 -0.0545943 -0.170013 0 -0 6.22882e-05 -5.1239e-05 4.37406e-05 1.15182e-05 -0 -3.68726e-09 -8.58984e-10 -2.82828e-09 -0.0262937 0 -3.25226 
3.297 -3.86152e-09 -1.71813e-05 -0.000226079 -3.72187e-09 -2.76283 -2.60415e-10 -0.372188 0.122823 0.0124484 -0.0546061 -0.170013 0 -0 6.20872e-05 -5.10384e-05 4.36356e-05 1.20809e-05 -0 -3.72187e-09 -8.67044e-10 -2.85483e-09 -0.0157762 0 -3.24039 
3.298 -3.86151e-09 -1.55926e-05 -0.000219659 -3.75638e-09 -2.76281 -2.60414e-10 -0.37079 0.122823 0.0124224 -0.0546181 -0.170013 0 -0 6.18807e-05 -5.0925e-05 4.34796e-05 1.05254e-05 -0 -3.75638e-09 -8.75079e-10 -2.8813e-09 -0.0157762 0 -3.239 
3.299 -3.86151e-09 -1.41555e-05 -0.000213421 -3.79079e-09 -2.76279 -2.60412e-10 -0.369328 0.122824 0.0123952 -0.0546308 -0.170013 0 -0 6.16651e-05 -5.09392e-05 4.32629e-05 9.64043e-06 -0 -3.79079e-09 -8.8309e-10 -2.9077e-09 -0.0210349 0 -3.24281 
3.3 -3.86151e-09 -1.28553e-05 -0.000207361 -3.82509e-09 -2.76278 -2.60411e-10 -0.367861 0.122825 0.0123677 -0.0546436 -0.170013 0 -0 6.14482e-05 -5.0967e-05 4.3054e-05 9.96761e-06 -0 -3.82509e-09 -8.91077e-10 -2.93401e-09 -0.0210349 0 -3.24136 
3.301 -3.8615e-09 -1.16791e-05 -0.000201474 -3.85928e-09 -2.76276 -2.60409e-10 -0.366431 0.122825 0.0123409 -0.0546561 -0.170013 0 -0 6.12355e-05 -5.09334e-05 4.28605e-05 9.23018e-06 -0 -3.85928e-09 -8.9904e-10 -2.96024e-09 -0.0157762 0 -3.23468 
3.302 -3.8615e-09 -1.0615e-05 -0.000195754 -3.89338e-09 -2.76274 -2.60407e-10 -0.364963 0.122826 0.0123133 -0.054669 -0.170012 0 -0 6.1017e-05 -5.09753e-05 4.26242e-05 8.81227e-06 -0 -3.89338e-09 -9.06979e-10 -2.9864e-09 -0.0105175 0 -3.22797 
3.303 -3.8615e-09 -9.65235e-06 -0.000190198 -3.92737e-09 -2.76272 -2.60406e-10 -0.363507 0.122826 0.0122858 -0.0546818 -0.170012 0 -0 6.07994e-05 -5.09998e-05 4.23973e-05 8.72485e-06 -0 -3.92737e-09 -9.14894e-10 -3.01248e-09 -0.00525874 0 -3.22127 
3.304 -3.86149e-09 -8.78149e-06 -0.000184799 -3.96126e-09 -2.7627 -2.60404e-10 -0.362115 0.122827 0.0122594 -0.0546941 -0.170012 0 -0 6.05897e-05 -5.09122e-05 4.22219e-05 9.57475e-06 -0 -3.96126e-09 -9.22784e-10 -3.03847e-09 -0.0105175 0 -3.22514 
3.305 -3.86149e-09 -7.99366e-06 -0.000179554 -3.99505e-09 -2.76268 -2.60403e-10 -0.360773 0.122827 0.012234 -0.054706 -0.170012 0 -0 6.03862e-05 -5.07423e-05 4.20886e-05 1.04541e-05 -0 -3.99505e-09 -9.30651e-10 -3.06439e-09 -0.0262937 0 -3.23959 
3.306 -3.86149e-09 -7.28093e-06 -0.000174459 -4.02873e-09 -2.76266 -2.60401e-10 -0.359547 0.122828 0.0122106 -0.0547169 -0.170012 0 -0 6.01977e-05 -5.03787e-05 4.20536e-05 1.22167e-05 -0 -4.02873e-09 -9.38495e-10 -3.09024e-09 -0.0105175 0 -3.2226 
3.307 -3.86148e-09 -6.63616e-06 -0.000169508 -4.06231e-09 -2.76264 -2.604e-10 -0.358301 0.122828 0.0121868 -0.0547281 -0.170012 0 -0 6.00063e-05 -5.0075e-05 4.19593e-05 1.08459e-05 -0 -4.06231e-09 -9.46314e-10 -3.116e-09 -0.0157762 0 -3.22662 
3.308 -3.86148e-09 -6.05286e-06 -0.000164699 -4.0958e-09 -2.76262 -2.60398e-10 -0.357016 0.122829 0.0121622 -0.0547396 -0.170012 0 -0 5.98092e-05 -4.98628e-05 4.18267e-05 1.03771e-05 -0 -4.0958e-09 -9.5411e-10 -3.14169e-09 -0.0105175 0 -3.22009 
3.309 -3.86148e-09 -5.52516e-06 -0.000160026 -4.12918e-09 -2.7626 -2.60397e-10 -0.355738 0.122829 0.0121377 -0.0547511 -0.170011 0 -0 5.96125e-05 -4.9653e-05 4.17175e-05 1.15452e-05 -0 -4.12918e-09 -9.61882e-10 -3.1673e-09 -0.0210349 0 -3.22934 
3.31 -3.86147e-09 -5.04778e-06 -0.000155486 -4.16246e-09 -2.76258 -2.60395e-10 -0.354537 0.12283 0.0121146 -0.0547619 -0.170011 0 -0 5.94259e-05 -4.93185e-05 4.16665e-05 1.29553e-05 -0 -4.16246e-09 -9.69631e-10 -3.19283e-09 -0.0210349 0 -3.22815 
3.311 -3.86147e-09 -4.61591e-06 -0.000151076 -4.19564e-09 -2.76256 -2.60394e-10 -0.353415 0.12283 0.0120929 -0.0547721 -0.170011 0 -0 5.92499e-05 -4.88619e-05 4.1662e-05 1.30964e-05 -0 -4.19564e-09 -9.77356e-10 -3.21828e-09 -0.0210349 0 -3.22703 
3.312 -3.86147e-09 -4.22521e-06 -0.000146791 -4.22872e-09 -2.76255 -2.60392e-10 -0.352198 0.12283 0.0120694 -0.0547831 -0.170011 0 -0 5.90604e-05 -4.86104e-05 4.15408e-05 1.15164e-05 -0 -4.22872e-09 -9.85058e-10 -3.24366e-09 -0.0210349 0 -3.22582 
3.313 -3.86146e-09 -3.87176e-06 -0.000142628 -4.2617e-09 -2.76253 -2.6039e-10 -0.350878 0.122831 0.0120438 -0.0547951 -0.170011 0 -0 5.88564e-05 -4.85635e-05 4.13429e-05 9.73812e-06 -0 -4.2617e-09 -9.92737e-10 -3.26896e-09 -0.0262937 0 -3.22978 
3.314 -3.86146e-09 -3.55201e-06 -0.000138584 -4.29458e-09 -2.76251 -2.60389e-10 -0.349567 0.122831 0.0120183 -0.0548071 -0.170011 0 -0 5.86529e-05 -4.85074e-05 4.11666e-05 9.68544e-06 -0 -4.29458e-09 -1.00039e-09 -3.29419e-09 -0.0262937 0 -3.22848 
3.315 -3.86146e-09 -3.26274e-06 -0.000134654 -4.32736e-09 -2.76249 -2.60387e-10 -0.348212 0.122832 0.0119918 -0.0548195 -0.170011 0 -0 5.84426e-05 -4.85416e-05 4.09562e-05 9.47375e-06 -0 -4.32736e-09 -1.00803e-09 -3.31934e-09 -0.0157762 0 -3.21662 
3.316 -3.86146e-09 -3.00105e-06 -0.000130837 -4.36005e-09 -2.76247 -2.60386e-10 -0.346895 0.122832 0.0119661 -0.0548317 -0.17001 0 -0 5.82371e-05 -4.85088e-05 4.07657e-05 9.53403e-06 -0 -4.36005e-09 -1.01563e-09 -3.34441e-09 -0.00525874 0 -3.2048 
3.317 -3.86145e-09 -2.7643e-06 -0.000127128 -4.39263e-09 -2.76245 -2.60384e-10 -0.345604 0.122833 0.0119407 -0.0548436 -0.17001 0 -0 5.80346e-05 -4.8434e-05 4.06041e-05 9.60353e-06 -0 -4.39263e-09 -1.02322e-09 -3.36941e-09 -0.0210349 0 -3.2193 
3.318 -3.86145e-09 -2.55013e-06 -0.000123525 -4.42512e-09 -2.76243 -2.60383e-10 -0.344327 0.122833 0.0119156 -0.0548554 -0.17001 0 -0 5.78335e-05 -4.8343e-05 4.04354e-05 9.69985e-06 -0 -4.42512e-09 -1.03078e-09 -3.39434e-09 -0.0105175 0 -3.20752 
3.319 -3.86145e-09 -2.35638e-06 -0.000120024 -4.45751e-09 -2.76241 -2.60381e-10 -0.343018 0.122834 0.0118898 -0.0548676 -0.17001 0 -0 5.76274e-05 -4.83208e-05 4.02135e-05 8.21376e-06 -0 -4.45751e-09 -1.03832e-09 -3.41919e-09 -0.0157762 0 -3.21148 
3.32 -3.86144e-09 -2.1811e-06 -0.000116622 -4.4898e-09 -2.76239 -2.6038e-10 -0.341672 0.122834 0.0118631 -0.0548802 -0.17001 0 -0 5.74153e-05 -4.83736e-05 3.99725e-05 7.94973e-06 -0 -4.4898e-09 -1.04584e-09 -3.44396e-09 -0.0105175 0 -3.20489 
3.321 -3.86144e-09 -2.02252e-06 -0.000113318 -4.522e-09 -2.76237 -2.60378e-10 -0.34034 0.122835 0.0118367 -0.0548927 -0.17001 0 -0 5.72045e-05 -4.84023e-05 3.97431e-05 7.88681e-06 -0 -4.522e-09 -1.05334e-09 -3.46866e-09 -0.0210349 0 -3.21409 
3.322 -3.86144e-09 -1.87907e-06 -0.000110107 -4.55409e-09 -2.76235 -2.60377e-10 -0.339029 0.122835 0.0118106 -0.054905 -0.17001 0 -0 5.69961e-05 -4.83952e-05 3.95324e-05 7.93495e-06 -0 -4.55409e-09 -1.06081e-09 -3.49328e-09 -0.00525874 0 -3.19702 
3.323 -3.86143e-09 -1.74929e-06 -0.000106988 -4.58609e-09 -2.76233 -2.60375e-10 -0.337755 0.122836 0.0117852 -0.0549171 -0.170009 0 -0 5.67922e-05 -4.83268e-05 3.93464e-05 8.82262e-06 -0 -4.58609e-09 -1.06826e-09 -3.51784e-09 -0.0157762 0 -3.20628 
3.324 -3.86143e-09 -1.63189e-06 -0.000103958 -4.618e-09 -2.76232 -2.60373e-10 -0.336596 0.122836 0.011762 -0.054928 -0.170009 0 -0 5.66045e-05 -4.80501e-05 3.92766e-05 1.06118e-05 -0 -4.618e-09 -1.07569e-09 -3.54231e-09 -0.0315524 0 -3.22091 
3.325 -3.86143e-09 -1.52568e-06 -0.000101014 -4.64981e-09 -2.7623 -2.60372e-10 -0.335483 0.122837 0.0117397 -0.0549386 -0.170009 0 -0 5.64229e-05 -4.77095e-05 3.92084e-05 1.06777e-05 -0 -4.64981e-09 -1.08309e-09 -3.56672e-09 -0 0 -3.18825 
3.326 -3.86142e-09 -1.42959e-06 -9.8153e-05 -4.68152e-09 -2.76228 -2.6037e-10 -0.334412 0.122837 0.0117181 -0.0549488 -0.170009 0 -0 5.62469e-05 -4.7314e-05 3.91711e-05 1.14999e-05 -0 -4.68152e-09 -1.09047e-09 -3.59105e-09 -0.0210349 0 -3.20823 
3.327 -3.86142e-09 -1.34266e-06 -9.53738e-05 -4.71314e-09 -2.76226 -2.60369e-10 -0.33336 0.122838 0.0116969 -0.0549589 -0.170009 0 -0 5.60735e-05 -4.69062e-05 3.91348e-05 1.16294e-05 -0 -4.71314e-09 -1.09783e-09 -3.6153e-09 -0.0262937 0 -3.21244 
3.328 -3.86142e-09 -1.26402e-06 -9.26736e-05 -4.74466e-09 -2.76224 -2.60367e-10 -0.332273 0.122838 0.0116749 -0.0549693 -0.170009 0 -0 5.58948e-05 -4.65885e-05 3.90635e-05 1.13346e-05 -0 -4.74466e-09 -1.10517e-09 -3.63949e-09 -0.0473286 0 -3.2324 
3.329 -3.86142e-09 -1.19288e-06 -9.00503e-05 -4.77608e-09 -2.76222 -2.60366e-10 -0.331184 0.122838 0.0116529 -0.0549798 -0.170009 0 -0 5.57155e-05 -4.62956e-05 3.8986e-05 1.01941e-05 -0 -4.77608e-09 -1.11249e-09 -3.6636e-09 -0 0 -3.18399 
3.33 -3.86141e-09 -1.12852e-06 -8.75015e-05 -4.80742e-09 -2.7622 -2.60364e-10 -0.329957 0.122839 0.011628 -0.0549916 -0.170009 0 -0 5.55157e-05 -4.62784e-05 3.87967e-05 8.92679e-06 -0 -4.80742e-09 -1.11978e-09 -3.68764e-09 -0.00525874 0 -3.18804 
3.331 -3.86141e-09 -1.0703e-06 -8.50252e-05 -4.83865e-09 -2.76218 -2.60363e-10 -0.328729 0.122839 0.011603 -0.0550035 -0.170008 0 -0 5.53152e-05 -4.62675e-05 3.86095e-05 8.85853e-06 -0 -4.83865e-09 -1.12705e-09 -3.7116e-09 -0.0157762 0 -3.19734 
3.332 -3.86141e-09 -1.01762e-06 -8.26192e-05 -4.8698e-09 -2.76216 -2.60361e-10 -0.327529 0.12284 0.0115784 -0.0550152 -0.170008 0 -0 5.51181e-05 -4.62101e-05 3.84492e-05 9.31957e-06 -0 -4.8698e-09 -1.1343e-09 -3.73549e-09 -0.0157762 0 -3.19616 
3.333 -3.8614e-09 -9.69972e-07 -8.02817e-05 -4.90085e-09 -2.76214 -2.6036e-10 -0.32634 0.12284 0.0115541 -0.0550268 -0.170008 0 -0 5.49222e-05 -4.61405e-05 3.82645e-05 8.26655e-06 -0 -4.90085e-09 -1.14153e-09 -3.75932e-09 -0.0262937 0 -3.2055 
3.334 -3.8614e-09 -9.26862e-07 -7.80106e-05 -4.9318e-09 -2.76212 -2.60358e-10 -0.325111 0.122841 0.0115289 -0.0550388 -0.170008 0 -0 5.47198e-05 -4.61529e-05 3.8057e-05 8.04002e-06 -0 -4.9318e-09 -1.14874e-09 -3.78307e-09 -0.0210349 0 -3.19903 
3.335 -3.8614e-09 -8.87863e-07 -7.58041e-05 -4.96267e-09 -2.7621 -2.60357e-10 -0.323893 0.122841 0.0115038 -0.0550508 -0.170008 0 -0 5.45185e-05 -4.61484e-05 3.78563e-05 7.97252e-06 -0 -4.96267e-09 -1.15592e-09 -3.80675e-09 -0.0105175 0 -3.18731 
3.336 -3.8614e-09 -8.52581e-07 -7.36603e-05 -4.99344e-09 -2.76209 -2.60355e-10 -0.322623 0.122842 0.0114776 -0.0550633 -0.170008 0 -0 5.43087e-05 -4.62484e-05 3.75931e-05 5.7294e-06 -0 -4.99344e-09 -1.16308e-09 -3.83035e-09 -0 0 -3.17554 
3.337 -3.86139e-09 -8.20662e-07 -7.15774e-05 -5.02411e-09 -2.76207 -2.60353e-10 -0.321299 0.122842 0.0114502 -0.0550764 -0.170008 0 -0 5.40902e-05 -4.64466e-05 3.72928e-05 5.43097e-06 -0 -5.02411e-09 -1.17022e-09 -3.85389e-09 -0.0210349 0 -3.19526 
3.338 -3.86139e-09 -7.91787e-07 -6.95537e-05 -5.0547e-09 -2.76205 -2.60352e-10 -0.319998 0.122842 0.0114232 -0.0550893 -0.170008 0 -0 5.38743e-05 -4.65965e-05 3.70122e-05 5.38059e-06 -0 -5.0547e-09 -1.17734e-09 -3.87736e-09 -0.00525874 0 -3.17821 
3.339 -3.86139e-09 -7.65663e-07 -6.75875e-05 -5.08519e-09 -2.76203 -2.6035e-10 -0.318723 0.122843 0.0113966 -0.055102 -0.170007 0 -0 5.36616e-05 -4.66947e-05 3.67489e-05 5.36973e-06 -0 -5.08519e-09 -1.18444e-09 -3.90075e-09 -0.0157762 0 -3.18747 
3.34 -3.86138e-09 -7.42031e-07 -6.56772e-05 -5.11559e-09 -2.76201 -2.60349e-10 -0.3175 0.122843 0.0113711 -0.0551143 -0.170007 0 -0 5.3456e-05 -4.66948e-05 3.65394e-05 6.25252e-06 -0 -5.11559e-09 -1.19152e-09 -3.92408e-09 -0.0105175 0 -3.181 
3.341 -3.86138e-09 -7.20651e-07 -6.38211e-05 -5.1459e-09 -2.76199 -2.60347e-10 -0.316344 0.122844 0.0113469 -0.0551259 -0.170007 0 -0 5.32599e-05 -4.65737e-05 3.63821e-05 7.18077e-06 -0 -5.1459e-09 -1.19857e-09 -3.94733e-09 -0.0210349 0 -3.19038 
3.342 -3.86138e-09 -7.01309e-07 -6.20178e-05 -5.17612e-09 -2.76197 -2.60346e-10 -0.315234 0.122844 0.0113236 -0.0551371 -0.170007 0 -0 5.30704e-05 -4.63761e-05 3.62467e-05 7.31298e-06 -0 -5.17612e-09 -1.2056e-09 -3.97051e-09 -0.0262937 0 -3.19454 
3.343 -3.86138e-09 -6.8381e-07 -6.02657e-05 -5.20625e-09 -2.76195 -2.60344e-10 -0.314152 0.122845 0.0113008 -0.055148 -0.170007 0 -0 5.28846e-05 -4.61403e-05 3.61391e-05 7.96925e-06 -0 -5.20625e-09 -1.21262e-09 -3.99363e-09 -0.0157762 0 -3.18295 
3.344 -3.86137e-09 -6.6798e-07 -5.85634e-05 -5.23628e-09 -2.76193 -2.60343e-10 -0.313107 0.122845 0.0112788 -0.0551586 -0.170007 0 -0 5.27041e-05 -4.58517e-05 3.6043e-05 8.2168e-06 -0 -5.23628e-09 -1.21961e-09 -4.01667e-09 -0.00525874 0 -3.1714 
3.345 -3.86137e-09 -6.53659e-07 -5.69094e-05 -5.26623e-09 -2.76191 -2.60341e-10 -0.312057 0.122845 0.0112566 -0.0551693 -0.170007 0 -0 5.25225e-05 -4.559e-05 3.59425e-05 8.17425e-06 -0 -5.26623e-09 -1.22658e-09 -4.03965e-09 -0.0262937 0 -3.1914 
3.346 -3.86137e-09 -6.40702e-07 -5.53024e-05 -5.29608e-09 -2.76189 -2.6034e-10 -0.311019 0.122846 0.0112346 -0.0551799 -0.170007 0 -0 5.23425e-05 -4.53215e-05 3.58641e-05 8.95455e-06 -0 -5.29608e-09 -1.23353e-09 -4.06256e-09 -0.0262937 0 -3.19037 
3.347 -3.86136e-09 -6.28981e-07 -5.3741e-05 -5.32585e-09 -2.76187 -2.60338e-10 -0.310002 0.122846 0.011213 -0.0551903 -0.170006 0 -0 5.21653e-05 -4.50322e-05 3.57834e-05 8.42522e-06 -0 -5.32585e-09 -1.24045e-09 -4.08539e-09 -0.0157762 0 -3.17885 
3.348 -3.86136e-09 -6.18377e-07 -5.2224e-05 -5.35552e-09 -2.76186 -2.60336e-10 -0.308962 0.122847 0.0111908 -0.055201 -0.170006 0 -0 5.19842e-05 -4.48048e-05 3.56793e-05 8.31774e-06 -0 -5.35552e-09 -1.24736e-09 -4.10816e-09 -0.0105175 0 -3.17256 
3.349 -3.86136e-09 -6.08783e-07 -5.075e-05 -5.38511e-09 -2.76184 -2.60335e-10 -0.307916 0.122847 0.0111685 -0.0552118 -0.170006 0 -0 5.18017e-05 -4.46056e-05 3.55637e-05 7.67069e-06 -0 -5.38511e-09 -1.25425e-09 -4.13086e-09 -0.00525874 0 -3.16626 
3.35 -3.86136e-09 -6.00104e-07 -4.93179e-05 -5.41461e-09 -2.76182 -2.60333e-10 -0.306854 0.122847 0.0111458 -0.0552228 -0.170006 0 -0 5.16164e-05 -4.4448e-05 3.5443e-05 8.33017e-06 -0 -5.41461e-09 -1.26111e-09 -4.15349e-09 -0.0210349 0 -3.18099 
3.351 -3.86135e-09 -5.92252e-07 -4.79264e-05 -5.44401e-09 -2.7618 -2.60332e-10 -0.305774 0.122848 0.0111226 -0.055234 -0.170006 0 -0 5.1428e-05 -4.43377e-05 3.52841e-05 6.7246e-06 -0 -5.44401e-09 -1.26796e-09 -4.17606e-09 -0.0105175 0 -3.16941 
3.352 -3.86135e-09 -5.85148e-07 -4.65745e-05 -5.47333e-09 -2.76178 -2.6033e-10 -0.304608 0.122848 0.0110976 -0.0552461 -0.170006 0 -0 5.12255e-05 -4.44e-05 3.50436e-05 4.94397e-06 -0 -5.47333e-09 -1.27478e-09 -4.19855e-09 -0.0105175 0 -3.16826 
3.353 -3.86135e-09 -5.78722e-07 -4.52609e-05 -5.50257e-09 -2.76176 -2.60329e-10 -0.303372 0.122849 0.0110709 -0.055259 -0.170006 0 -0 5.10115e-05 -4.45954e-05 3.47459e-05 3.90373e-06 -0 -5.50257e-09 -1.28158e-09 -4.22098e-09 -0.00525874 0 -3.16178 
3.354 -3.86135e-09 -5.72907e-07 -4.39846e-05 -5.53171e-09 -2.76174 -2.60327e-10 -0.302127 0.122849 0.011044 -0.0552721 -0.170006 0 -0 5.07953e-05 -4.48019e-05 3.44421e-05 3.17018e-06 -0 -5.53171e-09 -1.28837e-09 -4.24334e-09 -0.00525874 0 -3.16056 
3.355 -3.86134e-09 -5.67647e-07 -4.27445e-05 -5.56076e-09 -2.76172 -2.60326e-10 -0.300872 0.122849 0.0110168 -0.0552853 -0.170005 0 -0 5.05765e-05 -4.50239e-05 3.41294e-05 2.88423e-06 -0 -5.56076e-09 -1.29513e-09 -4.26564e-09 -0.0157762 0 -3.16984 
3.356 -3.86134e-09 -5.62888e-07 -4.15396e-05 -5.58973e-09 -2.7617 -2.60324e-10 -0.299639 0.12285 0.01099 -0.0552983 -0.170005 0 -0 5.03606e-05 -4.51936e-05 3.38375e-05 2.83146e-06 -0 -5.58973e-09 -1.30187e-09 -4.28786e-09 -0.00525874 0 -3.15811 
3.357 -3.86134e-09 -5.58582e-07 -4.03689e-05 -5.61861e-09 -2.76168 -2.60323e-10 -0.298434 0.12285 0.0109637 -0.0553111 -0.170005 0 -0 5.01482e-05 -4.53093e-05 3.35642e-05 2.81554e-06 -0 -5.61861e-09 -1.30859e-09 -4.31002e-09 -0.00525874 0 -3.15692 
3.358 -3.86134e-09 -5.54687e-07 -3.92314e-05 -5.64741e-09 -2.76166 -2.60321e-10 -0.297252 0.122851 0.0109379 -0.0553237 -0.170005 0 -0 4.99388e-05 -4.53778e-05 3.33074e-05 2.8086e-06 -0 -5.64741e-09 -1.31529e-09 -4.33212e-09 -0.00525874 0 -3.15575 
3.359 -3.86133e-09 -5.51162e-07 -3.81261e-05 -5.67611e-09 -2.76165 -2.6032e-10 -0.296091 0.122851 0.0109124 -0.0553361 -0.170005 0 -0 4.97322e-05 -4.54068e-05 3.30654e-05 2.80437e-06 -0 -5.67611e-09 -1.32197e-09 -4.35414e-09 -0.0105175 0 -3.15987 
3.36 -3.86133e-09 -5.47974e-07 -3.70522e-05 -5.70473e-09 -2.76163 -2.60318e-10 -0.294922 0.122851 0.0108867 -0.0553486 -0.170005 0 -0 4.95235e-05 -4.54555e-05 3.28021e-05 2.00498e-06 -0 -5.70473e-09 -1.32863e-09 -4.3761e-09 -0.0157762 0 -3.16398 
3.361 -3.86133e-09 -5.45089e-07 -3.60088e-05 -5.73327e-09 -2.76161 -2.60316e-10 -0.293757 0.122852 0.010861 -0.0553612 -0.170005 0 -0 4.93148e-05 -4.54969e-05 3.25574e-05 2.11552e-06 -0 -5.73327e-09 -1.33527e-09 -4.398e-09 -0 0 -3.14705 
3.362 -3.86132e-09 -5.42479e-07 -3.4995e-05 -5.76172e-09 -2.76159 -2.60315e-10 -0.29261 0.122852 0.0108357 -0.0553735 -0.170005 0 -0 4.91085e-05 -4.55048e-05 3.23212e-05 2.00349e-06 -0 -5.76172e-09 -1.34189e-09 -4.41982e-09 -0.00525874 0 -3.15118 
3.363 -3.86132e-09 -5.40117e-07 -3.40099e-05 -5.79008e-09 -2.76157 -2.60313e-10 -0.291515 0.122853 0.0108114 -0.0553854 -0.170005 0 -0 4.89097e-05 -4.54194e-05 3.2144e-05 2.89602e-06 -0 -5.79008e-09 -1.34849e-09 -4.44159e-09 -0.00525874 0 -3.1501 
3.364 -3.86132e-09 -5.3798e-07 -3.30527e-05 -5.81835e-09 -2.76155 -2.60312e-10 -0.290448 0.122853 0.0107877 -0.055397 -0.170004 0 -0 4.87153e-05 -4.52857e-05 3.19745e-05 2.92489e-06 -0 -5.81835e-09 -1.35507e-09 -4.46328e-09 -0.00525874 0 -3.14905 
3.365 -3.86132e-09 -5.36047e-07 -3.21227e-05 -5.84655e-09 -2.76153 -2.6031e-10 -0.289391 0.122853 0.0107642 -0.0554086 -0.170004 0 -0 4.85217e-05 -4.51456e-05 3.18092e-05 2.92043e-06 -0 -5.84655e-09 -1.36163e-09 -4.48491e-09 -0.0105175 0 -3.15327 
3.366 -3.86131e-09 -5.34298e-07 -3.12191e-05 -5.87465e-09 -2.76151 -2.60309e-10 -0.288311 0.122854 0.0107401 -0.0554204 -0.170004 0 -0 4.8324e-05 -4.50592e-05 3.16212e-05 2.74716e-06 -0 -5.87465e-09 -1.36817e-09 -4.50648e-09 -0.0105175 0 -3.1522 
3.367 -3.86131e-09 -5.32715e-07 -3.0341e-05 -5.90268e-09 -2.76149 -2.60307e-10 -0.287271 0.122854 0.0107168 -0.0554318 -0.170004 0 -0 4.81323e-05 -4.49053e-05 3.14669e-05 2.90772e-06 -0 -5.90268e-09 -1.37469e-09 -4.52798e-09 -0.0105175 0 -3.15118 
3.368 -3.86131e-09 -5.31282e-07 -2.94879e-05 -5.93061e-09 -2.76147 -2.60306e-10 -0.286239 0.122854 0.0106937 -0.0554432 -0.170004 0 -0 4.79415e-05 -4.47467e-05 3.13155e-05 2.90323e-06 -0 -5.93061e-09 -1.38119e-09 -4.54942e-09 -0.00525874 0 -3.1449 
3.369 -3.86131e-09 -5.29987e-07 -2.86589e-05 -5.95847e-09 -2.76145 -2.60304e-10 -0.285189 0.122855 0.0106701 -0.0554549 -0.170004 0 -0 4.77471e-05 -4.46354e-05 3.1134e-05 2.09174e-06 -0 -5.95847e-09 -1.38768e-09 -4.57079e-09 -0.0157762 0 -3.15438 
3.37 -3.86131e-09 -5.28814e-07 -2.78534e-05 -5.98624e-09 -2.76143 -2.60303e-10 -0.284121 0.122855 0.010646 -0.0554667 -0.170004 0 -0 4.75494e-05 -4.45664e-05 3.09444e-05 1.97105e-06 -0 -5.98624e-09 -1.39414e-09 -4.5921e-09 -0.0157762 0 -3.15333 
3.371 -3.8613e-09 -5.27753e-07 -2.70707e-05 -6.01392e-09 -2.76142 -2.60301e-10 -0.28306 0.122856 0.010622 -0.0554785 -0.170004 0 -0 4.73522e-05 -4.44916e-05 3.0756e-05 1.50707e-06 -0 -6.01392e-09 -1.40058e-09 -4.61334e-09 -0.0157762 0 -3.15228 
3.372 -3.8613e-09 -5.26792e-07 -2.63102e-05 -6.04152e-09 -2.7614 -2.60299e-10 -0.281968 0.122856 0.0105973 -0.0554908 -0.170004 0 -0 4.71493e-05 -4.44844e-05 3.05337e-05 1.05195e-06 -0 -6.04152e-09 -1.407e-09 -4.63452e-09 -0.0262937 0 -3.16173 
3.373 -3.8613e-09 -5.25923e-07 -2.55712e-05 -6.06904e-09 -2.76138 -2.60298e-10 -0.280883 0.122856 0.0105726 -0.0555029 -0.170003 0 -0 4.6947e-05 -4.44683e-05 3.03229e-05 9.94187e-07 -0 -6.06904e-09 -1.41341e-09 -4.65564e-09 -0.0105175 0 -3.14488 
